LL001057_R,LL001054_F,LL001057_R_+_LL001054_F
PT002652_R,PT002649_VB02151_F,PT002652_R_+_PT002649_VB02151_F
LL000313_R,LL000314_F,LL000313_R_+_LL000314_F
LL000164_R,LL000163_F,LL000164_R_+_LL000163_F
LL001217_R,LL001212_F,LL001217_R_+_LL001212_F
LL001356_R,LL001351_F,LL001356_R_+_LL001351_F
LL001428_R,LL001423_F,LL001428_R_+_LL001423_F
LL001447_R,LL001442_F,LL001447_R_+_LL001442_F
LL001464_R,LL001459_F,LL001464_R_+_LL001459_F
LL001498_R,LL001493_F,LL001498_R_+_LL001493_F
PT000138_PT013212_R,PT000132_PT013206_F,PT000138_PT013212_R_+_PT000132_PT013206_F
PT000184_VB01243_R,PT000176_VB01234_VB01927_F,PT000184_VB01243_R_+_PT000176_VB01234_VB01927_F
PT002357_R,PT002351_F,PT002357_R_+_PT002351_F
LL000742_R,LL000741_F,LL000742_R_+_LL000741_F
LL000971_R,LL000970_F,LL000971_R_+_LL000970_F
LL001051_R,LL001050_F,LL001051_R_+_LL001050_F
PT002646_VB02148_R,PT000483_PT002645_VB03643_F,PT002646_VB02148_R_+_PT000483_PT002645_VB03643_F
PT001472_PT013793_VB04184_R,PT001485_PT013806_VB04176_F,PT001472_PT013793_VB04184_R_+_PT001485_PT013806_VB04176_F
LL001140_R,LL001142_F,LL001140_R_+_LL001142_F
PT001272_PT013638_R,PT001281_PT013647_PT013694_F,PT001272_PT013638_R_+_PT001281_PT013647_PT013694_F
LL000727_R,LL000729_F,LL000727_R_+_LL000729_F
LL000808_R,LL000810_F,LL000808_R_+_LL000810_F
LL000844_R,LL000846_F,LL000844_R_+_LL000846_F
LL000859_R,LL000861_F,LL000859_R_+_LL000861_F
LL000874_R,LL000876_F,LL000874_R_+_LL000876_F
LL000908_R,LL000910_F,LL000908_R_+_LL000910_F
LL001035_R,LL001037_F,LL001035_R_+_LL001037_F
LL001069_R,LL001071_F,LL001069_R_+_LL001071_F
VB05129_R,PT000433_PT002504_VB02424_F,VB05129_R_+_PT000433_PT002504_VB02424_F
VB05473_R,PT000429_PT008669_VB02191_F,VB05473_R_+_PT000429_PT008669_VB02191_F
VB05768_R,VB02137_F,VB05768_R_+_VB02137_F
LL001430_R,LL000907_F,LL001430_R_+_LL000907_F
LL001515_R,LL000873_F,LL001515_R_+_LL000873_F
LL001517_R,LL000858_F,LL001517_R_+_LL000858_F
LL001519_R,LL000843_F,LL001519_R_+_LL000843_F
LL001568_R,LL000807_F,LL001568_R_+_LL000807_F
LL001639_R,LL000726_F,LL001639_R_+_LL000726_F
LL000067_R,LL000048_F,LL000067_R_+_LL000048_F
LL001169_R,LL001139_F,LL001169_R_+_LL001139_F
LL001172_R,LL001108_F,LL001172_R_+_LL001108_F
LL001188_R,LL001090_F,LL001188_R_+_LL001090_F
LL001360_R,LL001358_F,LL001360_R_+_LL001358_F
PT008287_R,PT008282_F,PT008287_R_+_PT008282_F
VB00997_R,VB00995_F,VB00997_R_+_VB00995_F
PT008438_VB02587_R,PT008437_VB02586_F,PT008438_VB02587_R_+_PT008437_VB02586_F
PT008448_VB02594_R,PT008447_VB02593_F,PT008448_VB02594_R_+_PT008447_VB02593_F
PT008454_VB02600_R,PT008453_VB02599_F,PT008454_VB02600_R_+_PT008453_VB02599_F
PT008460_VB02606_R,PT008459_VB02605_F,PT008460_VB02606_R_+_PT008459_VB02605_F
PT008465_VB02611_R,PT008464_VB02610_F,PT008465_VB02611_R_+_PT008464_VB02610_F
PT008467_VB02613_R,PT008466_VB02612_F,PT008467_VB02613_R_+_PT008466_VB02612_F
PT008472_VB00787_VB02968_R,PT008471_VB00788_VB02967_F,PT008472_VB00787_VB02968_R_+_PT008471_VB00788_VB02967_F
PT008476_VB00791_VB02971_R,PT008475_VB00792_VB02970_F,PT008476_VB00791_VB02971_R_+_PT008475_VB00792_VB02970_F
PT008479_VB00795_VB02973_R,PT008478_VB00794_VB02972_F,PT008479_VB00795_VB02973_R_+_PT008478_VB00794_VB02972_F
PT008481_VB00796_VB02974_R,PT008480_VB00797_F,PT008481_VB00796_VB02974_R_+_PT008480_VB00797_F
PT025019_PT025042_R,PT025018_PT025041_F,PT025019_PT025042_R_+_PT025018_PT025041_F
PT025066_PT025089_R,PT025065_PT025088_F,PT025066_PT025089_R_+_PT025065_PT025088_F
PT001475_PT013796_VB04189_R,PT001474_PT013795_VB04179_F,PT001475_PT013796_VB04189_R_+_PT001474_PT013795_VB04179_F
PT003343_PT003376_VB01641_R,PT003333_PT003366_VB01630_F,PT003343_PT003376_VB01641_R_+_PT003333_PT003366_VB01630_F
PT001348_R,PT001345_F,PT001348_R_+_PT001345_F
PT003904_R,PT003905_F,PT003904_R_+_PT003905_F
LL001769_R,LL001747_F,LL001769_R_+_LL001747_F
LL001611_R,LL000771_F,LL001611_R_+_LL000771_F
LL001695_R,LL001694_F,LL001695_R_+_LL001694_F
LL000919_R,LL001410_F,LL000919_R_+_LL001410_F
LL000838_R,LL001533_F,LL000838_R_+_LL001533_F
LL000885_R,LL001512_F,LL000885_R_+_LL001512_F
LL001029_R,LL001265_F,LL001029_R_+_LL001265_F
LL001151_R,LL001166_F,LL001151_R_+_LL001166_F
PT000897_VB03661_R,VB05498_F,PT000897_VB03661_R_+_VB05498_F
PT001593_PT002869_R,PT002661_PT002943_VB02334_F,PT001593_PT002869_R_+_PT002661_PT002943_VB02334_F
PT003170_R,PT003171_F,PT003170_R_+_PT003171_F
PT003174_R,PT003175_F,PT003174_R_+_PT003175_F
VB06200_R,VB06195_F,VB06200_R_+_VB06195_F
PT019151_VB03045_R,PT019150_VB03044_F,PT019151_VB03045_R_+_PT019150_VB03044_F
PT021897_PT021929_VB04101_R,PT021896_PT021928_VB04100_F,PT021897_PT021929_VB04101_R_+_PT021896_PT021928_VB04100_F
PT021899_PT021931_VB04105_R,PT021898_PT021930_VB04104_F,PT021899_PT021931_VB04105_R_+_PT021898_PT021930_VB04104_F
PT021901_PT021933_VB04109_R,PT021900_PT021932_VB04108_F,PT021901_PT021933_VB04109_R_+_PT021900_PT021932_VB04108_F
PT021911_PT021943_R,PT021910_PT021942_VB04121_F,PT021911_PT021943_R_+_PT021910_PT021942_VB04121_F
PT021914_PT021946_VB04126_R,PT021913_PT021945_VB04125_F,PT021914_PT021946_VB04126_R_+_PT021913_PT021945_VB04125_F
LL000783_R,LL000787_F,LL000783_R_+_LL000787_F
LL000983_R,LL000987_F,LL000983_R_+_LL000987_F
LL000994_R,LL000998_F,LL000994_R_+_LL000998_F
LL001682_R,LL001680_F,LL001682_R_+_LL001680_F
LL001739_R,LL001740_F,LL001739_R_+_LL001740_F
PT000644_VB01541_R,PT008321_VB01877_F,PT000644_VB01541_R_+_PT008321_VB01877_F
PT001470_PT013791_VB04181_R,PT001483_PT013804_VB04172_F,PT001470_PT013791_VB04181_R_+_PT001483_PT013804_VB04172_F
PT002045_VB02303_R,PT002044_VB02304_F,PT002045_VB02303_R_+_PT002044_VB02304_F
PT002047_R,PT002046_VB02417_F,PT002047_R_+_PT002046_VB02417_F
PT002049_PT008679_VB02472_R,PT002048_PT008680_VB02474_F,PT002049_PT008679_VB02472_R_+_PT002048_PT008680_VB02474_F
LL000900_R,LL000896_F,LL000900_R_+_LL000896_F
LL000941_R,LL000937_F,LL000941_R_+_LL000937_F
LL001021_R,LL001017_F,LL001021_R_+_LL001017_F
LL001133_R,LL001129_F,LL001133_R_+_LL001129_F
LL001926_R,LL001925_F,LL001926_R_+_LL001925_F
PT015350_PT015355_VB04358_R,PT009720_PT014500_VB04356_F,PT015350_PT015355_VB04358_R_+_PT009720_PT014500_VB04356_F
PT015360_PT015369_VB04425_R,PT009726_PT014505_VB00093_VB04423_F,PT015360_PT015369_VB04425_R_+_PT009726_PT014505_VB00093_VB04423_F
PT015364_PT015373_VB04455_R,PT009732_PT014510_VB04452_F,PT015364_PT015373_VB04455_R_+_PT009732_PT014510_VB04452_F
PT018591_VB03474_R,PT018589_VB03472_F,PT018591_VB03474_R_+_PT018589_VB03472_F
LL000717_R,LL001645_F,LL000717_R_+_LL001645_F
PT003287_VB03118_R,PT003289_VB03121_F,PT003287_VB03118_R_+_PT003289_VB03121_F
PT025015_PT025038_R,PT025020_PT025043_F,PT025015_PT025038_R_+_PT025020_PT025043_F
PT025062_PT025085_R,PT001212_PT001225_PT001262_PT013610_PT025067_PT025090_VB01052_F,PT025062_PT025085_R_+_PT001212_PT001225_PT001262_PT013610_PT025067_PT025090_VB01052_F
LL001106_R,LL001119_F,LL001106_R_+_LL001119_F
LL001137_R,LL001150_F,LL001137_R_+_LL001150_F
PT001271_PT013637_R,PT001270_PT013636_F,PT001271_PT013637_R_+_PT001270_PT013636_F
LL000724_R,LL000736_F,LL000724_R_+_LL000736_F
LL000805_R,LL000818_F,LL000805_R_+_LL000818_F
LL000841_R,LL000854_F,LL000841_R_+_LL000854_F
LL000856_R,LL000869_F,LL000856_R_+_LL000869_F
LL000871_R,LL000884_F,LL000871_R_+_LL000884_F
LL000905_R,LL000918_F,LL000905_R_+_LL000918_F
LL001032_R,LL001045_F,LL001032_R_+_LL001045_F
PT009204_PT009222_VB02309_R,PT001629_VB02308_F,PT009204_PT009222_VB02309_R_+_PT001629_VB02308_F
PT009205_PT009223_VB02342_VB04050_R,PT001633_VB02341_F,PT009205_PT009223_VB02342_VB04050_R_+_PT001633_VB02341_F
LL001273_R,LL001277_F,LL001273_R_+_LL001277_F
LL001303_R,LL001307_F,LL001303_R_+_LL001307_F
LL001541_R,LL001545_F,LL001541_R_+_LL001545_F
LL001585_R,LL001589_F,LL001585_R_+_LL001589_F
PT009208_PT009226_VB02527_R,PT001647_VB02526_F,PT009208_PT009226_VB02527_R_+_PT001647_VB02526_F
LL001181_R,LL001173_F,LL001181_R_+_LL001173_F
LL001380_R,LL001372_F,LL001380_R_+_LL001372_F
LL001190_R,LL001196_F,LL001190_R_+_LL001196_F
LL001363_R,LL001369_F,LL001363_R_+_LL001369_F
LL001388_R,LL001394_F,LL001388_R_+_LL001394_F
LL001549_R,LL001555_F,LL001549_R_+_LL001555_F
LL001570_R,LL001576_F,LL001570_R_+_LL001576_F
LL001629_R,LL001635_F,LL001629_R_+_LL001635_F
PT002035_VB02350_R,PT002034_PT008701_VB02347_F,PT002035_VB02350_R_+_PT002034_PT008701_VB02347_F
PT002037_VB02375_R,PT002036_PT008675_VB02373_F,PT002037_VB02375_R_+_PT002036_PT008675_VB02373_F
PT002041_VB02403_R,PT002040_PT008676_VB02401_F,PT002041_VB02403_R_+_PT002040_PT008676_VB02401_F
PT002043_VB01415_R,PT002042_PT008673_VB02438_F,PT002043_VB01415_R_+_PT002042_PT008673_VB02438_F
PT002463_VB03501_R,PT002460_VB03495_F,PT002463_VB03501_R_+_PT002460_VB03495_F
PT002897_PT002900_PT002907_PT002916_VB03527_VB05467_R,PT002904_PT002913_VB03521_F,PT002897_PT002900_PT002907_PT002916_VB03527_VB05467_R_+_PT002904_PT002913_VB03521_F
PT006060_PT014294_R,PT006058_PT014292_F,PT006060_PT014294_R_+_PT006058_PT014292_F
PT001480_PT013801_VB04186_R,PT001476_PT013797_VB04187_F,PT001480_PT013801_VB04186_R_+_PT001476_PT013797_VB04187_F
PT001796_PT013891_R,PT001799_PT013894_F,PT001796_PT013891_R_+_PT001799_PT013894_F
PT003341_PT003374_VB01636_R,PT003340_PT003373_VB01639_F,PT003341_PT003374_VB01636_R_+_PT003340_PT003373_VB01639_F
PT018613_VB03537_R,PT018614_VB03538_F,PT018613_VB03537_R_+_PT018614_VB03538_F
VB00229_VB03395_R,VB00230_VB01640_F,VB00229_VB03395_R_+_VB00230_VB01640_F
VB03357_R,VB05335_F,VB03357_R_+_VB05335_F
LL001177_R,LL001185_F,LL001177_R_+_LL001185_F
LL001376_R,LL001384_F,LL001376_R_+_LL001384_F
PT001510_PT013825_R,PT001508_PT013823_F,PT001510_PT013825_R_+_PT001508_PT013823_F
PT001522_PT013836_VB04309_R,PT001520_PT013834_VB04311_F,PT001522_PT013836_VB04309_R_+_PT001520_PT013834_VB04311_F
PT001951_PT004704_PT014286_VB01366_VB03280_R,PT001952_VB01368_VB03281_F,PT001951_PT004704_PT014286_VB01366_VB03280_R_+_PT001952_VB01368_VB03281_F
PT016628_PT016632_VB04129_R,PT016629_PT016633_VB04130_F,PT016628_PT016632_VB04129_R_+_PT016629_PT016633_VB04130_F
PT017344_VB04477_R,PT017343_VB04478_F,PT017344_VB04477_R_+_PT017343_VB04478_F
PT017358_VB04484_R,PT017357_VB04485_F,PT017358_VB04484_R_+_PT017357_VB04485_F
PT017361_VB04487_R,PT017359_VB04488_F,PT017361_VB04487_R_+_PT017359_VB04488_F
VB03685_R,VB03686_F,VB03685_R_+_VB03686_F
LL000824_R,LL001558_F,LL000824_R_+_LL001558_F
PT000140_PT013214_R,PT000137_PT013211_F,PT000140_PT013214_R_+_PT000137_PT013211_F
PT000181_VB01226_R,PT000180_VB01217_VB01920_F,PT000181_VB01226_R_+_PT000180_VB01217_VB01920_F
LL001205_R,LL001201_F,LL001205_R_+_LL001201_F
LL001344_R,LL001340_F,LL001344_R_+_LL001340_F
LL001416_R,LL001412_F,LL001416_R_+_LL001412_F
LL001435_R,LL001431_F,LL001435_R_+_LL001431_F
LL001452_R,LL001448_F,LL001452_R_+_LL001448_F
LL001486_R,LL001482_F,LL001486_R_+_LL001482_F
PT002345_R,PT002341_F,PT002345_R_+_PT002341_F
PT002361_R,PT002359_F,PT002361_R_+_PT002359_F
LL000945_R,LL001380_F,LL000945_R_+_LL001380_F
LL001103_R,LL001181_F,LL001103_R_+_LL001181_F
PT000234_PT013269_R,PT000223_PT013258_F,PT000234_PT013269_R_+_PT000223_PT013258_F
PT019150_VB03044_R,PT019151_VB03045_F,PT019150_VB03044_R_+_PT019151_VB03045_F
PT021894_PT021926_VB04099_R,PT021927_F,PT021894_PT021926_VB04099_R_+_PT021927_F
PT021896_PT021928_VB04100_R,PT021897_PT021929_VB04101_F,PT021896_PT021928_VB04100_R_+_PT021897_PT021929_VB04101_F
PT021898_PT021930_VB04104_R,PT021899_PT021931_VB04105_F,PT021898_PT021930_VB04104_R_+_PT021899_PT021931_VB04105_F
PT021900_PT021932_VB04108_R,PT021901_PT021933_VB04109_F,PT021900_PT021932_VB04108_R_+_PT021901_PT021933_VB04109_F
LL000006_R,LL000013_F,LL000006_R_+_LL000013_F
LL000175_R,LL000177_F,LL000175_R_+_LL000177_F
PT003015_PT011850_VB03941_R,PT003010_PT011845_VB03948_F,PT003015_PT011850_VB03941_R_+_PT003010_PT011845_VB03948_F
LL001202_R,LL001204_F,LL001202_R_+_LL001204_F
LL001341_R,LL001343_F,LL001341_R_+_LL001343_F
LL001413_R,LL001415_F,LL001413_R_+_LL001415_F
LL001432_R,LL001434_F,LL001432_R_+_LL001434_F
LL001449_R,LL001451_F,LL001449_R_+_LL001451_F
LL001483_R,LL001485_F,LL001483_R_+_LL001485_F
PT000133_PT013207_R,PT000139_PT013213_F,PT000133_PT013207_R_+_PT000139_PT013213_F
PT000177_VB01218_VB01921_R,PT000186_PT005088_VB01222_VB01923_F,PT000177_VB01218_VB01921_R_+_PT000186_PT005088_VB01222_VB01923_F
PT002342_R,PT002344_F,PT002342_R_+_PT002344_F
PT024943_VB04504_R,PT024942_VB04503_F,PT024943_VB04504_R_+_PT024942_VB04503_F
VB00381_R,VB00379_F,VB00381_R_+_VB00379_F
VB00386_R,VB00384_F,VB00386_R_+_VB00384_F
VB00400_R,VB00399_F,VB00400_R_+_VB00399_F
VB00521_R,VB00520_F,VB00521_R_+_VB00520_F
VB00529_R,VB00528_F,VB00529_R_+_VB00528_F
VB00531_R,VB00530_F,VB00531_R_+_VB00530_F
VB00549_R,VB00534_F,VB00549_R_+_VB00534_F
VB00599_R,VB00597_F,VB00599_R_+_VB00597_F
VB00635_R,VB00633_F,VB00635_R_+_VB00633_F
VB04364_R,VB04363_F,VB04364_R_+_VB04363_F
VB00124_R,PT000569_VB03122_F,VB00124_R_+_PT000569_VB03122_F
LL001170_R,LL001124_F,LL001170_R_+_LL001124_F
LL001296_R,LL001012_F,LL001296_R_+_LL001012_F
LL001386_R,LL000932_F,LL001386_R_+_LL000932_F
LL001481_R,LL000891_F,LL001481_R_+_LL000891_F
LL001917_LL001977_R,LL001910_F,LL001917_LL001977_R_+_LL001910_F
PT014491_PT014494_R,VB00063_F,PT014491_PT014494_R_+_VB00063_F
PT015347_PT015352_VB04360_R,PT009716_PT014497_VB04353_F,PT015347_PT015352_VB04360_R_+_PT009716_PT014497_VB04353_F
PT015357_PT015366_VB04427_R,PT009722_PT014502_F,PT015357_PT015366_VB04427_R_+_PT009722_PT014502_F
PT015361_PT015370_VB04456_R,PT009728_PT014507_VB04450_F,PT015361_PT015370_VB04456_R_+_PT009728_PT014507_VB04450_F
PT000483_PT002645_VB03643_R,PT002641_VB02146_F,PT000483_PT002645_VB03643_R_+_PT002641_VB02146_F
VB04636_R,VB04639_F,VB04636_R_+_VB04639_F
PT025145_PT025202_R,PT025144_PT025201_VB03781_F,PT025145_PT025202_R_+_PT025144_PT025201_VB03781_F
VB00696_R,VB05858_F,VB00696_R_+_VB05858_F
PT018576_VB03456_R,PT018578_VB03458_F,PT018576_VB03456_R_+_PT018578_VB03458_F
LL000298_R,LL000302_F,LL000298_R_+_LL000302_F
LL000795_R,LL001591_F,LL000795_R_+_LL001591_F
LL000836_R,LL001547_F,LL000836_R_+_LL001547_F
LL001006_R,LL001309_F,LL001006_R_+_LL001309_F
LL001027_R,LL001279_F,LL001027_R_+_LL001279_F
LL001588_R,LL001589_F,LL001588_R_+_LL001589_F
LL001276_R,LL001277_F,LL001276_R_+_LL001277_F
LL001306_R,LL001307_F,LL001306_R_+_LL001307_F
LL001544_R,LL001545_F,LL001544_R_+_LL001545_F
PT001702_VB01411_VB01935_R,PT001708_VB01414_VB01936_F,PT001702_VB01411_VB01935_R_+_PT001708_VB01414_VB01936_F
PT002459_VB03499_R,PT002465_VB03500_F,PT002459_VB03499_R_+_PT002465_VB03500_F
VB04648_R,VB04649_F,VB04648_R_+_VB04649_F
LL001565_R,LL000821_F,LL001565_R_+_LL000821_F
LL001606_R,LL000777_F,LL001606_R_+_LL000777_F
LL001626_R,LL000763_F,LL001626_R_+_LL000763_F
PT012619_VB02140_R,VB04878_F,PT012619_VB02140_R_+_VB04878_F
PT012621_VB02186_R,VB04928_F,PT012621_VB02186_R_+_VB04928_F
LL000259_R,LL000256_F,LL000259_R_+_LL000256_F
LL000291_R,LL000292_F,LL000291_R_+_LL000292_F
LL000340_R,LL000341_F,LL000340_R_+_LL000341_F
LL000381_R,LL000382_F,LL000381_R_+_LL000382_F
LL000429_R,LL000430_F,LL000429_R_+_LL000430_F
PT001581_VB02080_R,PT015907_VB02082_F,PT001581_VB02080_R_+_PT015907_VB02082_F
PT001587_VB02252_R,PT015917_VB02256_F,PT001587_VB02252_R_+_PT015917_VB02256_F
PT001591_PT002492_VB02321_VB05777_R,PT015926_VB02324_F,PT001591_PT002492_VB02321_VB05777_R_+_PT015926_VB02324_F
PT001593_PT002869_R,PT015928_VB02332_F,PT001593_PT002869_R_+_PT015928_VB02332_F
PT001597_VB02485_R,PT015938_VB02488_F,PT001597_VB02485_R_+_PT015938_VB02488_F
PT001665_VB02432_R,PT009206_PT009224_VB02433_VB04054_F,PT001665_VB02432_R_+_PT009206_PT009224_VB02433_VB04054_F
PT025010_PT025033_R,PT025017_PT025040_F,PT025010_PT025033_R_+_PT025017_PT025040_F
PT025057_PT025080_R,PT025064_PT025087_F,PT025057_PT025080_R_+_PT025064_PT025087_F
PT001480_PT013801_VB04186_R,PT001482_PT013803_VB04173_F,PT001480_PT013801_VB04186_R_+_PT001482_PT013803_VB04173_F
PT001796_PT013891_R,PT001813_PT013908_F,PT001796_PT013891_R_+_PT001813_PT013908_F
PT003341_PT003374_VB01636_R,PT003344_PT003377_VB01622_F,PT003341_PT003374_VB01636_R_+_PT003344_PT003377_VB01622_F
VB05862_R,VB00696_F,VB05862_R_+_VB00696_F
LL000785_R,LL000790_F,LL000785_R_+_LL000790_F
LL000985_R,LL000990_F,LL000985_R_+_LL000990_F
LL000996_R,LL001001_F,LL000996_R_+_LL001001_F
PT018594_VB03481_R,PT018598_VB03485_F,PT018594_VB03481_R_+_PT018598_VB03485_F
PT003096_PT014151_VB03381_R,VB00214_F,PT003096_PT014151_VB03381_R_+_VB00214_F
LL001148_R,LL001149_F,LL001148_R_+_LL001149_F
PT003019_PT011854_VB03944_R,PT002987_PT003016_PT011851_VB02852_VB03945_VB05704_F,PT003019_PT011854_VB03944_R_+_PT002987_PT003016_PT011851_VB02852_VB03945_VB05704_F
PT001344_R,PT001342_F,PT001344_R_+_PT001342_F
LL001852_R,LL001851_F,LL001852_R_+_LL001851_F
PT017169_PT017180_PT017191_R,PT017168_PT017179_PT017190_VB01971_F,PT017169_PT017180_PT017191_R_+_PT017168_PT017179_PT017190_VB01971_F
PT025009_PT025032_R,PT025021_PT025044_F,PT025009_PT025032_R_+_PT025021_PT025044_F
PT025056_PT025079_R,PT025068_PT025091_F,PT025056_PT025079_R_+_PT025068_PT025091_F
LL001150_R,LL001139_F,LL001150_R_+_LL001139_F
PT001270_PT013636_R,PT001280_PT013646_F,PT001270_PT013636_R_+_PT001280_PT013646_F
PT003012_PT011847_VB03946_R,PT003009_PT011844_PT014726_PT014745_VB00509_VB02851_VB03936_F,PT003012_PT011847_VB03946_R_+_PT003009_PT011844_PT014726_PT014745_VB00509_VB02851_VB03936_F
PT004971_PT007824_PT022537_PT022599_PT022635_PT022697_VB02273_R,PT022590_PT022688_F,PT004971_PT007824_PT022537_PT022599_PT022635_PT022697_VB02273_R_+_PT022590_PT022688_F
PT010849_VB03217_R,PT010848_VB03213_F,PT010849_VB03217_R_+_PT010848_VB03213_F
LL000897_R,LL000895_F,LL000897_R_+_LL000895_F
LL000938_R,LL000936_F,LL000938_R_+_LL000936_F
LL001018_R,LL001016_F,LL001018_R_+_LL001016_F
LL001130_R,LL001128_F,LL001130_R_+_LL001128_F
LL001618_R,LL000773_F,LL001618_R_+_LL000773_F
PT001300_PT013658_R,PT001310_PT002802_PT013668_F,PT001300_PT013658_R_+_PT001310_PT002802_PT013668_F
PT001315_PT013672_R,PT001325_PT013682_F,PT001315_PT013672_R_+_PT001325_PT013682_F
PT007102_PT014390_VB04410_R,PT003505_PT007094_PT014240_PT014382_VB04404_F,PT007102_PT014390_VB04410_R_+_PT003505_PT007094_PT014240_PT014382_VB04404_F
PT015349_PT015354_VB04357_R,PT009719_PT014499_VB00092_VB04355_F,PT015349_PT015354_VB04357_R_+_PT009719_PT014499_VB00092_VB04355_F
PT015359_PT015368_VB04424_R,PT009725_PT014504_VB04422_F,PT015359_PT015368_VB04424_R_+_PT009725_PT014504_VB04422_F
VB03305_R,VB03301_F,VB03305_R_+_VB03301_F
VB06137_R,VB05498_F,VB06137_R_+_VB05498_F
LL000951_R,LL000949_F,LL000951_R_+_LL000949_F
LL000758_R,LL000756_F,LL000758_R_+_LL000756_F
LL000801_R,LL000799_F,LL000801_R_+_LL000799_F
LL000831_R,LL000829_F,LL000831_R_+_LL000829_F
LL000925_R,LL000923_F,LL000925_R_+_LL000923_F
LL001084_R,LL001082_F,LL001084_R_+_LL001082_F
PT001618_PT008696_VB02219_VB02507_R,VB01480_VB02505_F,PT001618_PT008696_VB02219_VB02507_R_+_VB01480_VB02505_F
PT001620_VB02226_R,VB01478_VB02224_F,PT001620_VB02226_R_+_VB01478_VB02224_F
PT001626_VB02278_R,PT015919_VB02276_F,PT001626_VB02278_R_+_PT015919_VB02276_F
PT001628_VB02283_R,PT015921_VB02281_F,PT001628_VB02283_R_+_PT015921_VB02281_F
PT025018_PT025041_R,PT025014_PT025037_F,PT025018_PT025041_R_+_PT025014_PT025037_F
PT025065_PT025088_R,PT025061_PT025084_F,PT025065_PT025088_R_+_PT025061_PT025084_F
LL001189_R,LL001192_F,LL001189_R_+_LL001192_F
LL001362_R,LL001365_F,LL001362_R_+_LL001365_F
LL001387_R,LL001390_F,LL001387_R_+_LL001390_F
LL001548_R,LL001551_F,LL001548_R_+_LL001551_F
LL001569_R,LL001572_F,LL001569_R_+_LL001572_F
LL001628_R,LL001631_F,LL001628_R_+_LL001631_F
PT000294_R,PT000293_VB03565_F,PT000294_R_+_PT000293_VB03565_F
PT001677_PT016915_PT016931_VB03900_VB05608_R,PT002393_VB01727_VB01900_F,PT001677_PT016915_PT016931_VB03900_VB05608_R_+_PT002393_VB01727_VB01900_F
PT002993_PT014126_R,PT002991_PT014124_VB04114_F,PT002993_PT014126_R_+_PT002991_PT014124_VB04114_F
PT011346_PT011355_R,PT003401_PT014204_F,PT011346_PT011355_R_+_PT003401_PT014204_F
PT016912_PT016928_R,PT002392_VB01726_VB01895_F,PT016912_PT016928_R_+_PT002392_VB01726_VB01895_F
PT025698_R,PT025699_F,PT025698_R_+_PT025699_F
VB00255_R,VB04612_F,VB00255_R_+_VB04612_F
VB04381_R,PT003400_PT014203_VB04367_VB04380_F,VB04381_R_+_PT003400_PT014203_VB04367_VB04380_F
PT012599_VB02447_R,PT004941_PT007795_PT022511_PT022609_VB02450_F,PT012599_VB02447_R_+_PT004941_PT007795_PT022511_PT022609_VB02450_F
PT012601_VB02461_R,PT004942_PT007796_PT022512_PT022610_VB02464_F,PT012601_VB02461_R_+_PT004942_PT007796_PT022512_PT022610_VB02464_F
LL000833_R,LL001554_F,LL000833_R_+_LL001554_F
LL000927_R,LL001393_F,LL000927_R_+_LL001393_F
LL000953_R,LL001368_F,LL000953_R_+_LL001368_F
LL000760_R,LL001634_F,LL000760_R_+_LL001634_F
LL000803_R,LL001575_F,LL000803_R_+_LL001575_F
LL001086_R,LL001195_F,LL001086_R_+_LL001195_F
VB03922_R,VB03927_F,VB03922_R_+_VB03927_F
LL001176_R,LL001182_F,LL001176_R_+_LL001182_F
LL001375_R,LL001381_F,LL001375_R_+_LL001381_F
PT002905_PT002914_VB03522_R,PT002908_PT002917_VB03524_F,PT002905_PT002914_VB03522_R_+_PT002908_PT002917_VB03524_F
LL000103_R,LL000101_F,LL000103_R_+_LL000101_F
LL000132_R,LL000130_F,LL000132_R_+_LL000130_F
LL001208_R,LL001205_F,LL001208_R_+_LL001205_F
LL001347_R,LL001344_F,LL001347_R_+_LL001344_F
LL001419_R,LL001416_F,LL001419_R_+_LL001416_F
LL001438_R,LL001435_F,LL001438_R_+_LL001435_F
LL001455_R,LL001452_F,LL001455_R_+_LL001452_F
LL001489_R,LL001486_F,LL001489_R_+_LL001486_F
PT000127_PT013201_R,PT000140_PT013214_F,PT000127_PT013201_R_+_PT000140_PT013214_F
PT000174_VB01230_VB01924_R,PT000181_VB01226_F,PT000174_VB01230_VB01924_R_+_PT000181_VB01226_F
LL001225_R,LL001220_F,LL001225_R_+_LL001220_F
LL001241_R,LL001236_F,LL001241_R_+_LL001236_F
LL001287_R,LL001282_F,LL001287_R_+_LL001282_F
LL001324_R,LL001319_F,LL001324_R_+_LL001319_F
LL001472_R,LL001467_F,LL001472_R_+_LL001467_F
PT000226_PT013261_R,PT000217_PT013252_F,PT000226_PT013261_R_+_PT000217_PT013252_F
PT004341_R,VB06178_F,PT004341_R_+_VB06178_F
PT004955_PT007809_PT022520_PT022618_VB02389_R,PT000488_F,PT004955_PT007809_PT022520_PT022618_VB02389_R_+_PT000488_F
PT004956_PT007810_PT022521_PT022619_VB02395_R,PT000490_F,PT004956_PT007810_PT022521_PT022619_VB02395_R_+_PT000490_F
PT005579_PT006994_VB03224_R,PT005578_PT006992_VB03223_F,PT005579_PT006994_VB03224_R_+_PT005578_PT006992_VB03223_F
